First name,Last Name,School,Category,PhD,Provided Keywords,Abstract 1,Abstract 2,Abstract 3,Random,Skip
Devin,Shanthikumar,University of California Irvine,Accounting,No,Internet use; social media; psychology and technology interplay,"We build a novel comprehensive dataset of new product trademarks as an output measure of product development innovation. We provide evidence that risk-taking incentives in CEO compensation motivate this type of innovation and, subsequently, this innovation improves firm performance. Using an exogenous shock to executive compensation, we find that reductions in stock option compensation cause reductions in new product development. We also find that firms undertaking new product development experience increases in future cash flow from operations and return on assets. These findings suggest the importance of product development innovation to firms and new trademarks as a novel innovation measure.","Using unique new data, we examine whether brokerage trading volume creates a conflict of interest for analysts. We find that earnings forecast optimism is associated with higher brokerage volume, even controlling for forecast and analyst quality, recommendations, and target prices. However, forecast accuracy is also significantly associated with higher volume. When analysts change brokerage houses, they bring trading volume with them, influencing trading volume at the new brokerage. This indicates that analysts drive the volume effects we observe. Consistent with a reward for generating volume, brokerage houses are less likely to demote analysts who generate more volume. Finally, analysts strategically adjust forecast optimism based on expected volume impact. Analysts become more (less) optimistic if their optimistic forecasts in the prior year were more (less) successful at generating volume. However, consistent with higher costs to increasing accuracy, analysts do not update accuracy based on expected volume impact. Overall, our results are consistent with a brokerage trading volume conflict of interest moving analysts towards more optimistic earnings forecasts, despite the volume reward for accuracy.","Using comment streams on Seeking Alpha articles, we examine whether interacting on social media increases or moderates the extremeness of investors’ opinions. We exploit machine learning based text analysis algorithms to classify not just the direction of opinion expressed in a given comment, but how extreme it is. Unlike findings from political science, which show online interaction increasing extremeness, we find that in the context of analyzing companies and stocks, online interaction moderates extremeness. Both in terms of directional extremeness, and extremeness of language used, comments become less extreme over the sequence of comments for a given article, within individual comment sub-threads, and over a single user’s comments for a given article. Extremeness moderation occurs both following earnings announcements and during non-earnings-announcement windows. Additional analyses provide insights as to what factors might drive extremeness-moderation. Extremeness reduction is strongest when users are selfidentified (ie, not anonymous), and when the article users are commenting on is more moderate. Finally, results suggest that the extremeness reduction triggered by Seeking Alpha articles has market implications. Market-based differences of opinion measures decrease significantly after Seeking Alpha articles, but not after matched non-article days, analyst forecast days, or news article days. Our results provide the first evidence of the influence of interaction on social media on individuals’ opinion formation in the context of company and stock analysis.",,
Jonathan,Rogers,University of Colorado Boulder,Accounting,No,"disclosure, insider trading, market microstructure, ESG","Stock exchanges are important intermediaries in how firm information enters price. Trading halts are a key tool, often exercised at the exchanges’ discretion, to prevent extraordinary price volatility when new information arrives. However, the decision making behind the halt remains a “mystery”(WSJ, 2018). We investigate how exchanges use discretion and whether the discretion alters the effectiveness of the halts. We show halts reflect the preferences of listed firms rather than the stated exchange objectives (ie, minimizing excess volatility and off-equilibrium trades). Furthermore, when exchanges exercise more discretion (unexplained by firm and information characteristics) the halts are less effective.","We investigate executive employment gaps (hereafter, gaps) between the appointment of an external CEO at a public firm and the individual's prior executive position at a public company. These gaps cannot be reliably obtained from common databases. We hand-collect data for externally hired CEOs at public companies from 1992 to 2014. These CEOs represent approximately 40% of the 5,095 CEO successions and have a mean gap of 1.9 years. The gap increases to 3.2 years for the subset of new hires with a gap. We hypothesize that labor market frictions and executive skill sets contribute to the existence and length of these gaps. Using theories from labor economics, we predict (equilibrium) associations between two measures of “fit” (executive compensation and long-term match quality) and gaps (both existence and length). Finally, we provide descriptive evidence on what executives do (e.g., sit on boards, work for private consulting companies, or consume leisure) during their gaps. This project was subject to and published through a registered report process. Any tests that were not included in the accepted proposal are marked as unplanned analyses.","We use the process through which insider trading (SEC Form 4) filings are made public to investigate whether media coverage affects the way securities markets assimilate news. To do this, we use recent changes in disclosure rules governing insider trades as well as the initiation of coverage by Dow Jones to cleanly identify media effects. Using high-resolution intraday data, we find clear effects of media dissemination on the way prices and volume respond to insider trading news in the minutes after its release. These results help to resolve open questions regarding the role of the media in capital markets, including why apparently second hand news affects securities prices.",,
Austin,Moss,University of Iowa / University of Colorado,Accounting,Yes,"Retail Investors, FinTech, Household Finance, Social Media, Fake News, Information Acquisition","We investigate the role of accounting information in deterring the production of financial fake news and attenuating its market impact. Specifically, for firms that have issued more management forecasts, provided a 10-K with higher readability, or released major accounting information more recently, we find an 8-14% reduction in the probability of being targeted by a fake article on Seeking Alpha and an 8-18% reduction in the number of fake articles. We also find a reduction in abnormal trade volume and idiosyncratic return volatility following the publication of a fake article for these firms. Furthermore, analyses using a bunching identification strategy find that fake news production peaks prior to earnings announcements and drops upon announcement, providing evidence that impending accounting information releases induce fake news authors to avoid publishing post-disclosure when the accounting information environment is relatively stronger. Overall, our results are consistent with accounting information reducing the production of and the market reaction to fake news, providing evidence of an ex ante and ex post role of accounting information in safeguarding firms from financial misinformation.","Due to the statutory timeline for general elections, US elections always fall in the middle of the third-quarter earnings season. Our analyses exploit voter-level stock market ownership to provide evidence on the impact corporate earnings news has on voter perceptions and behavior. For the five most recent US presidential elections, we show that earnings news released by S&P 500 firms prior to Election Day has a statistically and economically significant impact on the likelihood that stock-owning voters will cast an incumbent vote. We conclude that corporate earnings announcements serve as a timely and relevant signal influencing voter perceptions of economic performance at a critical time in the election cycle. In addition, our findings suggest that firms with a September 30th fiscal quarter-end may have a disproportionate impact on voters’ behavior on Election Day.","Using an hourly dataset on retail investor security positions from Robinhood Markets, we find that ESG disclosures are irrelevant to retail investors’ portfolio allocation decisions. The response to ESG press releases by retail investors is no different than the routine portfolio adjustments that occur on non-event days. In contrast, these same investors make economically meaningful changes to their portfolios in response to press releases that do not pertain to ESG, especially those that pertain to earnings announcements. Our findings are not due to a lack of statistical power or other data shortcomings. Our conclusions contrast with evidence from experimental studies that retail investors respond favorably to ESG disclosures. In addition, while prior ESG studies have generally viewed investors as a single homogeneous group, our findings suggest that it is important to distinguish between retail and institutional investors.",,
Yu Ting Forester,Wong,USC,Accounting,No,,"We investigate how board oversight of U.S. banks has changed since the 2008 financial crisis. We review several expert reports that investigated the crisis to identify key board oversight deficiencies and group them into four categories: (i) lack of enterprise risk management, (ii) lack of risk awareness on the board, (iii) group think among bank directors and (iv) busy directors, especially the chairperson. Our empirical analysis examines improvements, if any, in each of these categories for 95 U.S. banks post-crisis (2008-2015), relative to the pre-crisis period (2000-2007). We find significant structural improvements to the banks’ enterprise risk management structure. Virtually every bank now has a Chief Risk Officer (CRO), and the number of banks with an independent risk committee and a committee devoted to reputation management has also increased significantly. With respect to risk awareness, we find that newly appointed bank directors are much more likely to have prior risk management, banking and specialty finance experience. There are also significantly more risk-related discussions within the financial statements, which indicate a heightened level of risk awareness. With respect to group think and busy board members, we find mixed evidence of progress. We document greater gender diversity and more empowered corporate governance and nominating committee after the crisis. In sum, at least some aspects of bank boards appear to have responded to the financial crisis.","We use novel satellite data that track the number of cars in the parking lots of 92,668 stores for 71 publicly listed U.S. retailers to study the local information advantage of institutional investors. We establish car counts as a timely measure of store-level performance and find that institutional investors adjust their holdings in response to the performance of local stores, and that these trades are profitable on average. These results suggest that local investors have an advantage when processing information about nearby operations. However, some institutional investors do not adjust for the quality of their local information and continue to rely on local signals even when they are poor predictors of firm performance and returns. This overreliance on poor local information is reduced for institutional investors with greater industry expertise and those with greater incentives to maximize short-term trading profits.","We study the sources of demand for accounting comparability. We hypothesize that U.S. investors
interested in investing in a foreign firm potentially have two different types of demands for
comparability: (i) comparability to U.S. firms which report under U.S. GAAP (which we label as
U.S. comparability) and (ii) comparability to other foreign firms which the investor is interested
in investing in (which we label as regional comparability). The findings in prior literature
examining U.S. institutional investors are consistent with channel (i). We explore unsponsored
ADRs as a setting where we expect channel (ii) to be particularly important. We find that regional
(but not U.S.) comparability increases the ex-ante likelihood that a depository bank selects a
foreign firm for the creation of unsponsored ADRs, and the ex-post trading in the unsponsored
ADR by U.S. investors. Our results imply an implicit tradeoff in the costs and benefits of increased
comparability and suggest that one has to consider not only if comparability matters in a specific
context, but also to whom it is aimed for.",,
Patricia,Dechow,USC,Accounting,No,Discussant on Jonas Heese paper - so good to sit with him,,,,,yes
Ricardo,De la O,USC,Finance,No,behavioral asset pricing,"Using survey forecasts, we find that systematic errors in expectations of long-term inflation and short-term nominal earnings growth are the main driver of prices and return puzzles for bonds and stocks. We demonstrate this by deriving and testing a single necessary and sufficient condition based on accounting identities. Errors in expectations of short-term inflation and long-term nominal earnings growth do not play a role in either asset market. Because of these systematic errors, real cash flow expectations closely match aggregate bond and stock prices, leaving little room for time-varying discount rates. These expectations also accurately match key return puzzles for bonds and stocks: the rejection of the expectations hypothesis and stock return predictability. These results are consistent with a simple model in which agents believe the persistences of inflation and nominal earnings growth are magnified versions of the objective persistences.","Why do stock prices vary? Using survey forecasts, we find that cash flow growth expectations explain most movements in the S&P 500 price‐dividend and price‐earnings ratios, accounting for at least 93% and 63% of their variation. These expectations comove strongly with price ratios, even when price ratios do not predict future cash flow growth. In comparison, return expectations have low volatility and small comovement with price ratios. Short‐term, rather than long‐term, expectations account for most price ratio variation. We propose an asset pricing model with beliefs about earnings growth reversal that accurately replicates these cash flow growth expectations and dynamics.","This work presents a dynamic stochastic general equilibrium model of segmented labor markets with informality assuming different levels of price rigidity in the goods market. By modeling firm-specific capital and adjustment
costs for the formal sector and a matching Diamond-Mortensen-Pissarides
environment, the model can account for the countercyclical behavior of informality under both demand and cost shocks. Any increase in aggregate
income affects the informal sector in two ways: a) households decrease their
demand for informal goods as they shift towards formal goods, and b) formal firms increase their labor demand attracting workers from the informal
sector. In addition, this study also considers the design of monetary policy
in the presence of informality. It is shown that if the monetary authority
reacts to general inflation in the interest-rate rule, informality significantly
reduces the possibility of multiple equilibria emerging under the Taylor principle. However, if the central bank responds only to formal sector inflation,
this result is sharply reversed.",,
Lukas,Schmid,USC,Finance,No,,"This paper examines whether the relatedness of populations across the world shapes international trade flows. Using data on common ancestry for 172 countries covering more than 99% of global trade, we document that country pairs with weaker ancestral relationships are less likely to trade with each other (extensive margin) and, if they do trade, they exchange fewer goods and smaller volumes (intensive margin). The effect of ancestry is robust to a vast array of micro-geographic control variables and mitigated, yet still sizable and significant, when controlling for other measures of cultural distance as well as for current migrant stocks.","We estimate an equilibrium demand-based corporate bond pricing model linking institutional holdings to bond characteristics. Our estimates show heterogeneity in demand elasticities across institutions, with elastic mutual funds demanding liquidity, akin to reaching for yield, and inelastic insurance companies. Moreover, we document stark differences in preferences for maturity, credit risk, and liquidity across institutions. In counterfactuals, we evaluate the pricing implications of credit quality migration, mutual fund fragility, monetary policy tightening, and a tapering of the Fed’s corporate credit facility. Our model predicts substantial disruptions in bond prices through shifts in institutional demand and identifies the composition of institutional demand as an important state variable for corporate bond pricing.","Rising inflation in the wake of unprecedented debt financed stimulus packages raises concerns about a looming return of persistent inflation, as governments may be tempted to monetize debt. In this paper, we ask whether governments can use real (TIPS) bonds as part of the government debt portfolio to commit not to create elevated inflation? We thus examine optimal debt management in a setting where (i) the government can issue long-term nominal and real bonds,(ii) the monetary authority sets short-term interest rates according to a Taylor rule, and (iii) inflation has real costs as prices are sticky. Nominal debt can be inflated away giving ex-ante flexibility, but real bonds constitute a real commitment ex-post. We show that the optimal government debt portfolio includes a substantial allocation to both real and nominal bonds, which lowers inflation levels but increases inflation volatility in equilibrium. The associated lower correlation between inflation risk and government expenditure is reflected in welfare gains through real debt management. Quantitatively, our results are stronger i) the higher the initial debt level, and ii) the longer debt maturity. Our findings suggest that TIPS should be an important tool for debt management in the presence of looming inflation.",,
Shelley,Li,USC,Accounting,No,"Social networks, information sharing technologies, managerial accounting, etc.","Staggered boards (SBs) are one of the most potent common entrenchment devices, and their value
effects are considerably debated. We study SBs’ effects on firm value, managerial behavior, and
investor composition using a quasi-experimental setting: a 1990 law that imposed SBs on all
Massachusetts-incorporated firms. We find that relative to a matched control group of companies, for
treated companies the law led to an increase in Tobin’s Q, investment in capital expenditures and
R&D, patents, and higher-quality patented innovations, resulting in higher profitability. These effects
are concentrated in innovating firms, especially those facing greater Wall Street scrutiny. An increase
in institutional and dedicated investors also accompanied the imposition of SBs, facilitating a longerterm orientation. The evidence suggests that SBs can benefit early-life-cycle firms facing high information asymmetries by allowing their managers to focus on long-term investments and innovations.","Innovation is difficult to measure and contract on. Motivating innovation in the presence of easier-to-measure execution tasks presents a basic management control problem for many organizations. This paper examines, at the employee level, the relationship between looser management control on execution tasks (measured as reduced time pressure on these tasks) and the probability of self-initiated innovation. Using detailed project- and employee-level data from a software company, I find that reduced time pressure on execution tasks is significantly associated with a greater probability of self-initiated innovation. Consistent with theories on employee selection and relational contracts, the above effect is more pronounced (1) for employees without significantly negative outcomes on past execution tasks, (2) for employees with a greater preexisting propensity to innovate, or (3) when the employee’s supervisor has a history of working with innovating employees. Conditional on submitting innovation prototypes, reduced time pressure on execution tasks is also significantly associated with higher-quality innovation. Collectively, these findings suggest that, in a multitasking environment, management control choices for non-innovation tasks could play an important role in enabling innovation.","Many service organizations rely on information sharing systems to boost employee creativity to
meet customer needs. We conducted a field experiment in a retail chain, based on a registered
report accepted by JAR, to test whether an information sharing system recording employees’
creative work affected the quality of creative work, job engagement, and financial performance.
We found that, on average, this system did not have a significant effect on any outcomes. However,
it significantly improved the quality of creative work in stores that had accessed the system more
frequently and in stores with fewer same-company nearby stores. It also improved creative work
and job engagement in stores in divergent markets, where customers needed more customization.
We found weak evidence of better financial results where salespeople had lower creative talent
before the system was introduced. Our findings shed light on those conditions in which information
sharing systems affect employees’ creative work.",,
Jinfei,Sheng,University of California Irvine,Finance,No,"Empirical asset pricing, FinTech, Textual analysis, Machine learning","Using textual analysis, we examine whether risk disclosures in funds’ summary prospectus reflect funds’ investment risks. We document the risks disclosed by funds and how they relate to academic risk factors. We then evaluate the relevance, conciseness and order of the risk disclosures. We find that disclosed risks explain about 50% of variations in fund returns; funds tend to overdisclose by reporting insignificant risks; the order of disclosure does not imply importance. We also find that funds improve their disclosure relevance after receiving SEC comment letters. We further explore the implications of risk disclosure for flow, risk taking and performance.","This paper studies the role of technological sophistication in Initial Coin Offering (ICO) successes and valuations. Using various machine learning methods, we construct technology indexes from ICO whitepapers to capture technological sophistication for all cryptocurrencies. We find that the cryptocurrencies with high technology indexes are more likely to succeed and less likely to be delisted subsequently. Moreover, the technology indexes strongly and positively predict the long-run performances of the ICOs. Overall, the results suggest that technological sophistication is an important determinant of cryptocurrency valuations.","I study the implications of employee expectations for stock markets using alternative data. Employees' beliefs about their employers' business prospects predict future stock returns. A long-short portfolio based on employee expectations delivers an annualized abnormal return of 8% to 11%. The forecasting power of employee expectations is distinct from existing return predictors such as analyst forecasts, insider trading, employee satisfaction, and customer reviews. Further analysis suggests that hedge funds trade on this information because the return predictability is weaker at longer holding horizons. These results highlight the importance of alternative data in understanding stock returns and market efficiency in the information age.",,
Daniel,O'Leary,USC,Accounting,No,emerging technologies and AI,"Real-time streaming technology and analytics capabilities are growing rapidly, whereas a great number of firms and organizations are considering implementing this technology to meet rising business demands. Traditional computer infrastructures for high performance computing and big data analytics are not able to conduct such tasks. To tackle this obstacle, rapid analysis of streaming data requires significant amounts of computer and data storage capacity, which requires real-time streaming technology and analytics. Real-time streaming has become a crucial component where tremendous volumes of data from thousands of sensors and other information sources are processed so that a company extracting the copious amount of real-time data can react to changing conditions instantaneously. Streaming technology and analytics generate real value from real-time data. This paper presents the current architecture, status, and trend of real-time streaming technology and analytics. It discusses value creation of streaming analytics. The paper describes continuous intelligence and value for streaming analytics and the current architecture and status of streaming technology and analytics; showcases the leading vendors for streaming technology and analytics; discusses various real-world use cases and benefits across various industries; analyzes value creation of streaming analytics; and proposes several research issues, along with challenges and recommendations.","This paper investigates the changing nature of E-commerce, by examining some of its many emerging forms and investigating the extent of previous research in those variants. In addition, this paper traces the evolving use of some of those different terms over time. We use both Google Scholar and Google Trends to help investigate the extent to which different names and types of E-Commerce have been investigated and are being used. We find that there have been over one million research papers written on E-Commerce, and that research on E-Commerce seems to be evolving in different ways, with many new forms of E-Commerce emerging as important lines of research, including mobile, social, social media and other forms of commerce. Further, based on Google search data, it appears that video and streaming commerce will emerge as major streams of research.","There has been much written about big data lakes and the use of data and analytics, but there are few real-world cases that allow analysis of this issue. The purpose of this paper is to discuss emerging issues in the cloud-based data lakes and the use of data analytic tools in those lakes. Accordingly, this paper develops a case designed to trace Sysco’s development of a cloud-based data lake as part of their ecosystem for enterprise data. This case allows the analysis of several issues including data warehouses in contrast to data lakes and an analysis of the overall architecture to address these issues. The case also investigates, several emerging issues, including the nature of the material put in the data lake, the potential competitive advantage of a cloud-based lake, the changing nature of BI in the cloud and other issues.",,
Ruoxin,Wan,USC,Accounting,Yes,"Financial analysts, and information processing of non-professional investors; maybe tax",,,,yes,
Ben,Zhang,USC,Finance,No,,"We use industry spending on"" regulation-related tasks"" to measure each industry's regulation intensity. Applying this measure to manufacturing industries, we find that increased regulation intensity is associated with higher production cost and lower growth at incumbents, but increased entry. We develop a model in which entrants face lower costs than incumbents in adopting new production technologies. Regulation raises the operating cost of current technology more than new technologies and thereby encourages entry. Using establishment-level data, we find supporting evidence that when industry regulation is more intense, entrants use more advanced technologies, spend less on regulation, and survive longer, as compared to incumbents.","Do investment tax incentives improve job prospects for workers? We explore states' adoption of a major federal tax incentive that accelerates the depreciation of equipment investments for eligible firms but not for ineligible ones. Analyzing massive establishment‐level data sets on occupational employment and computer investment, we find that when states expand investment incentives, eligible firms immediately increase their equipment and skilled employees; whereas they reduce routine‐task employees after a delay of up to two years. These opposing effects constitute an overall insignificant effect on the firms' total employment and shed light on the nuances of job creation through investment incentives.","This paper studies the asset pricing implications of a firm's opportunities to replace routine‐task labor with automation. I develop a model in which firms optimally undertake such replacement when their productivity is low. Hence, firms with routine‐task labor maintain a replacement option that hedges their value against unfavorable macroeconomic shocks and lowers their expected returns. Using establishment‐level occupational data, I construct a measure of firms' share of routine‐task labor. Compared to their industry peers, firms with a higher share of routine‐task labor (i) invest more in machines and reduce more routine‐task labor during economic downturns, and (ii) have lower expected stock returns.",,
David,Hirshleifer,USC,Finance,No,"social, behavioral","We offer a new social approach to investment decision making and asset prices. Investors discuss their strategies and convert others to their strategies with a probability that increases in investment returns. The conversion rate is shown to be convex in realized returns. Unconditionally, active strategies (e.g., high variance and skewness) dominate, although investors have no inherent preference for these characteristics. The model has strong predictions for how the adoption of active strategies depends on investors’ social networks. In contrast with nonsocial approaches, sociability, self-enhancing transmission, and other features of the communication process determine the popularity and pricing of active investment strategies.","Using social network data from Facebook, we show that earnings announcements made by firms located in counties with higher investor social network centrality attract more attention from both retail and institutional investors. For such firms, the immediate price and volume reactions to earnings announcements are stronger, and post-announcement drift is weaker. Such firms have lower post-announcement persistence of return volatility but higher persistence in investor attention and trading volume. These effects are stronger for small firms, firms with poor analyst and media coverage, and for stocks with salient returns. Our evidence suggests a dual role of social networks---they facilitate the incorporation of public information into prices, but also trigger persistent excessive trading.","We test how market overvaluation affects corporate innovation. Estimated stock overvaluation is strongly associated with measures of innovative inventiveness (novelty, originality, and scope), as well as research and development (R&D) and innovative output (patent and citation counts). Misvaluation affects R&D more via a nonequity channel than via equity issuance. The sensitivity of innovative inventiveness to misvaluation increases with share turnover and overvaluation. The frequency of exceptionally high innovative inputs/outputs increases with overvaluation. This evidence suggests that market overvaluation may generate social value by increasing innovative output and encouraging firms to engage in “moon shots.”",,
Matthew,Shaffer,USC,Accounting,No,Valuation; M&A,"In recent decades, M&A advisors have primarily and increasingly used enterprise-value (EV) multiples in the valuations they provide to directors and shareholders as benchmarks for valuing their shares. This contrasts with equity analysts, who predominantly use direct equity-value multiples (especially, price-to-adjusted-earnings). We find that advisors’ use of EV multiples is not systematically driven by the target’s capital structure, but is driven by non-recurring items in its most recent income statement. This indicates that the valuation numerator follows the choice of value-driver denominator, and advisors move up the income statement for smoother metrics, with more “non-GAAP exclusions.” (Capitalizing metrics at or above EBIT entails EV valuation for consistency.) M&A advisors almost never use explicitly “adjusted” bottom-line earnings measures. Using commonly-recognized income-statement levels like EBITDA may serve as an indirect means to the same end, while appearing less discretionary, in this litigious setting. We contribute by explaining variation in valuation practice, and identifying a novel manifestation of the broader “non GAAP” phenomenon in M&A.","Recent years have witnessed growing interest in corporate sustainability reporting. Yet existing research provides mixed and indirect evidence on the information content of such reports to investors. We examine the stock market reaction to the release of corporate sustainability reports. Our examination focuses on reports incorporating SASB metrics that are intended to provide financially material and decision useful information to investors. Using standard measures of information content, we are unable to find compelling evidence that sustainability reports provide a significant amount of decision-useful information to investors. We conclude that sustainability information is demanded by a broad set of stakeholders who are concerned with environmental and social impacts and that a narrow focus on financial materiality to investors is unnecessarily restrictive.","This paper provides an overview of valuation multiples in M&A advisory. I review prior literature and legal controversies and the theoretical basis for their role. I then standardize all the advisor multiples available in SDC Platinum along four dimensions, and report rich descriptive statistics on each dimension over time and across industries. I highlight seven findings that are notable in light of current research and debates, and identify opportunities for future research. This paper answers the call from Gow, Larcker, and Reiss (2016) for thorough descriptive research, to provide a foundation and prompts for future hypothesis development and tests.",,
Christopher,Parsons,USC,Finance,No,,"We document lead-lag effects on returns between coheadquartered firms in different sectors. Geographic lead-lags yield risk-adjusted returns of 5%–6% annually, half that observed for industry lead-lag effects. Whereas industry lead-lag effects are strongest among small, thinly traded stocks with low analyst coverage, geographic lead-lags are unrelated to these proxies for investor scrutiny. We propose an explanation linked to the structure of the investment analyst business, which is organized by sector, not by geographic region. Our findings suggest that in lead-lag relationships, analysts common to both leading and lagging firms are important, regardless of the number of analysts covering each individually.","Historically black colleges and universities (HBCUs) pay higher underwriting fees to issue tax-exempt bonds, compared with similar non-HBCUs, apparently reflecting higher costs of finding willing buyers. The effect is three times larger in the Deep South, where racial animus remains the most severe. Credit quality plays little role. For example, identical differences are observed between HBCU and non-HBCUs with AAA ratings or when insured by the same company, even before the 2007–2009 financial crisis. HBCU-issued bonds are also more expensive to trade in secondary markets and, when they do, sit in dealer inventory longer.","Financial misconduct (FM) rates differ widely between major U.S. cities, up to a factor of 3. Although spatial differences in enforcement and firm characteristics do not account for these patterns, city‐level norms appear to be very important. For example, FM rates are strongly related to other unethical behavior, involving politicians, doctors, and (potentially unfaithful) spouses, in the city.",,
Kenneth,Ahern,USC,Finance,No,"Networks, corporate finance, asset pricing","We use the price effects caused by the passage of rent control in St. Paul, Minnesota in 2021, to study the transfer of wealth across income groups. First, we find that rent control caused property values to fall by 6-7%, for an aggregate loss of $1.6 billion. Both owner-occupied and rental properties lost value, but the losses were larger for rental properties, and in neighborhoods with a higher concentration of rentals. Second, leveraging administrative parcel-level data, we find that the tenants who gained the most from rent control had higher incomes and were more likely to be white, while the owners who lost the most had lower incomes and were more likely to be minorities. For properties with high-income owners and low-income tenants, the transfer of wealth was close to zero. Thus, to the extent that rent control is intended to transfer wealth from high-income to low-income households, the realized impact of the law was the opposite of its intention.","This paper proposes a network model of the economy in which conglomerate firms transmit idiosyncratic shocks from one industry to another. The strength of inter-industry connections is determined by the conglomerate's share of total industry sales and by the industry's share of the conglomerate's total sales. The empirical results show that industry growth rates comove more strongly within industry pairs that are more closely connected in the conglomerate network. These results hold after controlling for industry-pair and year fixed effects, input-output connections, reverse causality, and in tests that exploit exogenous cross-sectional industry shocks from import tariff changes. Finally, our model also provides a new cross-industry extension for the widely-used Herfindahl index of concentration.","This paper exploits hand-collected data on illegal insider trades to provide new evidence on the ability of a host of standard measures of illiquidity to detect informed trading. Controlling for unobserved cross-sectional and time-series variation, sampling bias, and strategic timing of insider trades, I find that when information is short-lived, only absolute order imbalance and effective spread are statistically and economically robust predictors of illegal insider trading. However, when information is long-lasting, insiders strategically time their trades to avoid illiquidity, and none of the standard measures considered are reliable predictors, including bid-ask spreads, order imbalance, Kyle’s λ, and Amihud illiquidity. ",,
Robin,Lee,USC,Finance,Yes,"Social network, corporate finance, geography, mutual fund",,,,yes,
Litong,Zhang,USC,Finance,Yes,"Corporate finance, labor economics, diversity representation, corporate governance",,,,yes,
Clive,Lennox,USC,Accounting,No,,"The past 25 years have seen an exponential growth in the number of China studies in the leading accounting journals. The rise in China-related research mirrors the country’s increased importance on the global stage and a growing appreciation of the economic importance of Chinese institutions. We organize our review of the China literature around three central themes: 1) political and regulatory institutions, 2) China’s relationships with foreign investors, and 3) the availability of novel data and regulatory shocks. The former two themes address research questions that are more China-centric, while the third exploits the China setting to examine questions that are more universal. We highlight the contributions that China studies have made to the broader accounting literature, the limitations of the current literature, and we offer suggestions for future research directions.","This study examines whether audit adjustments are a mechanism that links the effect of mandatory internal control audits (MICAs) on financial reporting quality. We argue that the requirement for auditors to publicly disclose internal control weaknesses exacerbated auditor-client conflicts and that this resulted in auditors being less likely to detect (and correct) misstatements in their clients' pre-audit financial statements. Consistent with this argument, we find significant reductions in audit adjustments following the staggered introduction of MICAs using data from China. We find the reductions in audit adjustments are associated with significant increases in material misstatements following the introduction of MICAs. In contrast, we find that the introduction of MICAs led to a significant reduction in material misstatements among clients that did not experience reductions in audit adjustments. Overall, the two effects offset each other, which explains why financial reporting quality did not improve, on average, following the introduction of MICAs.","Standard-setters worldwide have passed new audit reporting requirements aimed at making audit reports more informative to investors. In the UK, the new standard expands the audit reporting model by requiring auditors to disclose the risks of material misstatement (RMMs) that had the greatest effect on the financial statement audit. Using short window tests, prior research indicates that these disclosures are not incrementally informative to investors (Gutierrez et al. in Review of Accounting Studies 23:1543–1587, 2018). In this study, we investigate three potential explanations for why investors do not find the additional auditor risk disclosures to be informative. First, using long-window tests, we find no evidence that the insignificant short-window market reactions are due to a delayed investor reaction to RMMs. Second, using value relevance tests, we show that the insignificant market reactions are not due to auditors disclosing irrelevant information. Finally, we provide evidence suggesting that RMMs lack information content because investors were already informed about the financial reporting risks before auditors began disclosing them in expanded audit reports.",,
Ioannis,Moustakis,USC,Finance,Yes,"Financial Intermediation, Corporate Finance, Household Finance",,,,yes,
Sidd,Mehta,USC,Finance,Yes,"Asset pricing
Blockchain",,,,yes,
Yifei,Liao,"University of California, Irvine",Accounting,Yes,"machine learning, social media, digitalization ",,,,yes,
Mark,DeFond,USC,Accounting,No,,"During the past decade, there has been a surge in auditing research that exploits Chinese data, much of which is published in top tier journals. China has been an attractive setting for auditing research due to the highly granular nature of the available data on public audits and the unique features of Chinese institutions. These advantages have allowed researchers to use Chinese data to study important auditing questions that US data is unable to address. But the popularity of Chinese data among researchers means that most of the obvious questions that lend themselves to the use of Chinese data are likely to be exhausted. In addition, newly mandated disclosures in the US and Europe are quickly making Chinese data much less unique than it used to be. Now that the “low hanging fruit” is gone, researchers who plan to use Chinese data will have to be more creative. This paper suggests some strategies, going forward, that are designed to further exploit the richness of Chinese data to address important questions in the auditing literature.","We study the effect of fair value accounting on the association between net income and cash pay following the 2005 worldwide adoption of IFRS. We find that, while IFRS's non-fair-value provisions are associated with an increase in this association, its fair value provisions are associated with a decrease in this association. Overall, we contribute to the literature on the usefulness of fair value accounting by presenting evidence that fair value accounting is associated with a decrease in this association. Under assumptions that we detail and subject to caveats that we detail, our evidence suggests that fair value accounting may reduce the usefulness of earnings in evaluating management performance.","This article is based on my keynote speech presented at the 2018 Journal of International Accounting Research Conference held at Ca' Foscari University of Venice, Italy. The worldwide adoption of International Financial Reporting Standards in 2005 represents a “quasi-experimental” shock for thousands of companies around the world. This “Big Bang” event provided accounting researchers with an opportunity to gain insights into the fundamental qualitative characteristics of accounting that users find valuable. This research identifies several qualitative characteristics that help explain “why accounting matters,” including: (1) reliability, as captured by strong legal institutions, (2) accruals, (3) increased disclosure, (4) greater comparability, and (5) the use of historical costs (at least for contracting purposes). Notably, the overarching characteristic, which is necessary for all of the other characteristics to matter, is strong legal institutions.",,
